complex_id,go_id,go_name,k,n,K,N,pvalue,fdr
6,GO:0005794,Golgi apparatus,5,5,34,986,3.61953295e-8,2.53367306e-7
6,GO:0048193,Golgi vesicle transport,5,5,39,986,7.48940340e-8,2.62129119e-7
6,GO:0031410,cytoplasmic vesicle,5,5,47,986,1.99533622e-7,4.65578451e-7
6,GO:0012505,endomembrane system,5,5,100,986,9.79334351e-6,1.71383511e-5
6,GO:0016020,membrane,5,5,117,986,2.17947422e-5,3.05126391e-5
6,GO:0005737,cytoplasm,5,5,571,986,6.46519123e-2,7.54272311e-2
6,GO:0005634,nucleus,1,5,669,986,9.96638310e-1,9.96638310e-1
7,GO:0001071,nucleic acid binding transcription factor activity,6,6,29,986,3.77921966e-10,3.60479413e-9
7,GO:0006383,transcription from RNA polymerase III promoter,6,6,32,986,7.20958827e-10,3.60479413e-9
7,GO:0000988,"transcription factor activity, protein binding",6,6,55,986,2.30639446e-8,7.68798153e-8
7,GO:0003677,DNA binding,6,6,105,986,1.28038080e-6,3.20095199e-6
7,GO:0016791,phosphatase activity,1,6,13,986,7.67337784e-2,1.53467557e-1
7,GO:0005634,nucleus,6,6,669,986,9.68612593e-2,1.61435432e-1
7,GO:0005739,mitochondrion,1,6,143,986,6.10436131e-1,7.73252010e-1
7,GO:0016787,hydrolase activity,1,6,167,986,6.72592082e-1,7.73252010e-1
7,GO:0005694,chromosome,1,6,177,986,6.95926809e-1,7.73252010e-1
7,GO:0005737,cytoplasm,2,6,571,986,9.49069977e-1,9.49069977e-1
8,GO:0016050,vesicle organization,6,6,11,986,3.67563362e-13,1.83781681e-12
8,GO:0003674,molecular_function,6,6,188,986,4.50101836e-5,1.06080811e-4
8,GO:0031410,cytoplasmic vesicle,4,6,47,986,6.36484866e-5,1.06080811e-4
8,GO:0012505,endomembrane system,4,6,100,986,1.27710977e-3,1.59638721e-3
8,GO:0005737,cytoplasm,6,6,571,986,3.73017150e-2,3.73017150e-2
9,GO:0005794,Golgi apparatus,7,7,34,986,3.05712700e-11,3.05712700e-10
9,GO:0048193,Golgi vesicle transport,7,7,39,986,8.74067550e-11,4.37033775e-10
9,GO:0006605,protein targeting,7,7,58,986,1.70867005e-9,5.69556682e-9
9,GO:0012505,endomembrane system,7,7,100,986,9.09677313e-8,2.27419328e-7
9,GO:0003674,molecular_function,5,7,188,986,3.61699516e-3,7.23399032e-3
9,GO:0005737,cytoplasm,7,7,571,986,2.15055806e-2,3.58426343e-2
9,GO:0008565,protein transporter activity,1,7,9,986,6.23560484e-2,8.90800691e-2
9,GO:0030674,"protein binding, bridging",1,7,17,986,1.14955644e-1,1.43694556e-1
9,GO:0016020,membrane,1,7,117,986,5.88140769e-1,6.53489743e-1
9,GO:0005739,mitochondrion,1,7,143,986,6.67280655e-1,6.67280655e-1
10,GO:0004518,nuclease activity,3,3,27,986,1.83640674e-5,1.10184404e-4
10,GO:0006401,RNA catabolic process,3,3,64,986,2.61579659e-4,6.57891928e-4
10,GO:0006260,DNA replication,3,3,69,986,3.28945964e-4,6.57891928e-4
10,GO:0016787,hydrolase activity,3,3,167,986,4.78630378e-3,7.17945568e-3
10,GO:0005634,nucleus,3,3,669,986,3.11903444e-1,3.74284133e-1
10,GO:0005737,cytoplasm,1,3,571,986,9.25751062e-1,9.25751062e-1
11,GO:0032543,mitochondrial translation,12,12,56,986,3.38789947e-16,2.70540957e-15
11,GO:0003735,structural constituent of ribosome,12,12,58,986,5.41081915e-16,2.70540957e-15
11,GO:0007005,mitochondrion organization,12,12,78,986,2.63510290e-14,8.78367632e-14
11,GO:0005840,ribosome,12,12,85,986,7.98261678e-14,1.99565420e-13
11,GO:0005198,structural molecule activity,12,12,101,986,7.23257376e-13,1.44651475e-12
11,GO:0005739,mitochondrion,12,12,143,986,5.76302038e-11,9.60503396e-11
11,GO:0005737,cytoplasm,12,12,571,986,1.35442615e-3,1.93489450e-3
11,GO:0005740,mitochondrial envelope,1,12,8,986,9.36339904e-2,1.17042488e-1
11,GO:0016020,membrane,1,12,117,986,7.82345535e-1,8.61655068e-1
11,GO:0016740,transferase activity,1,12,149,986,8.61655068e-1,8.61655068e-1
12,GO:0008092,cytoskeletal protein binding,7,7,21,986,6.60795729e-13,6.60795729e-12
12,GO:0007010,cytoskeleton organization,7,7,52,986,7.60270604e-10,3.80135302e-9
12,GO:0033043,regulation of organelle organization,7,7,61,986,2.47923863e-9,8.26412877e-9
12,GO:0051726,regulation of cell cycle,7,7,65,986,3.95631018e-9,9.89077546e-9
12,GO:0070271,protein complex biogenesis,7,7,73,986,9.25925871e-9,1.85185174e-8
12,GO:0007059,chromosome segregation,7,7,76,986,1.24236723e-8,2.07061205e-8
12,GO:0005694,chromosome,7,7,177,986,5.44221330e-6,7.77459042e-6
12,GO:0005634,nucleus,7,7,669,986,6.55296071e-2,8.19120088e-2
12,GO:0048285,organelle fission,1,7,79,986,4.43707454e-1,4.73169133e-1
12,GO:0000278,mitotic cell cycle,1,7,86,986,4.73169133e-1,4.73169133e-1
13,GO:0043543,protein acylation,3,3,44,986,8.31499856e-5,2.49449957e-4
13,GO:0016740,transferase activity,3,3,149,986,3.39200962e-3,5.08801442e-3
13,GO:0005737,cytoplasm,3,3,571,986,1.93782693e-1,1.93782693e-1
14,GO:0008380,RNA splicing,7,7,72,986,8.37138459e-9,5.02283075e-8
14,GO:0006397,mRNA processing,7,7,96,986,6.77343608e-8,2.03203083e-7
14,GO:0003674,molecular_function,7,7,188,986,8.35903409e-6,1.67180682e-5
14,GO:0005634,nucleus,7,7,669,986,6.55296071e-2,9.82944106e-2
14,GO:0005739,mitochondrion,1,7,143,986,6.67280655e-1,8.00736786e-1
14,GO:0005737,cytoplasm,2,7,571,986,9.75526418e-1,9.75526418e-1
15,GO:0042393,histone binding,3,3,30,986,2.54899533e-5,1.27449767e-4
15,GO:0006325,chromatin organization,3,3,187,986,6.73314606e-3,1.68328651e-2
15,GO:0005694,chromosome,2,3,177,986,8.48174053e-2,1.41362342e-1
15,GO:0005634,nucleus,3,3,669,986,3.11903444e-1,3.89879305e-1
15,GO:0005737,cytoplasm,2,3,571,986,6.17788760e-1,6.17788760e-1
16,GO:0008380,RNA splicing,10,10,72,986,2.34538997e-12,2.57992897e-11
16,GO:0006397,mRNA processing,10,10,96,986,4.93383769e-11,2.71361073e-10
16,GO:0005634,nucleus,10,10,669,986,2.02313488e-2,7.41816123e-2
16,GO:0003682,chromatin binding,1,10,68,986,5.12269847e-1,9.49429100e-1
16,GO:0006260,DNA replication,1,10,69,986,5.17582812e-1,9.49429100e-1
16,GO:0003677,DNA binding,1,10,105,986,6.77439308e-1,9.49429100e-1
16,GO:0005739,mitochondrion,1,10,143,986,7.92928301e-1,9.49429100e-1
16,GO:0016740,transferase activity,1,10,149,986,8.07277629e-1,9.49429100e-1
16,GO:0003723,RNA binding,1,10,165,986,8.41273085e-1,9.49429100e-1
16,GO:0005694,chromosome,1,10,177,986,8.63117363e-1,9.49429100e-1
16,GO:0005737,cytoplasm,3,10,571,986,9.83020938e-1,9.83020938e-1
17,GO:0048193,Golgi vesicle transport,4,4,39,986,2.10131261e-6,1.05065631e-5
17,GO:0006605,protein targeting,4,4,58,986,1.08390646e-5,2.70976615e-5
17,GO:0016020,membrane,4,4,117,986,1.89402096e-4,3.15670160e-4
17,GO:0003674,molecular_function,3,4,188,986,2.35061606e-2,2.93827007e-2
17,GO:0005737,cytoplasm,4,4,571,986,1.11972095e-1,1.11972095e-1
18,GO:0016757,"transferase activity, transferring glycosyl groups",3,3,7,986,2.19740977e-7,1.53818684e-6
18,GO:0006091,generation of precursor metabolites and energy,3,3,18,986,5.12310392e-6,1.79308637e-5
18,GO:0005975,carbohydrate metabolic process,3,3,43,986,7.74806684e-5,1.80788226e-4
18,GO:0016740,transferase activity,3,3,149,986,3.39200962e-3,5.93601683e-3
18,GO:0005737,cytoplasm,3,3,571,986,1.93782693e-1,2.71295770e-1
18,GO:0005739,mitochondrion,1,3,143,986,3.75363414e-1,4.37923983e-1
18,GO:0005634,nucleus,1,3,669,986,9.66982160e-1,9.66982160e-1
19,GO:0007010,cytoskeleton organization,4,4,52,986,6.91636401e-6,5.53309121e-5
19,GO:0070271,protein complex biogenesis,4,4,73,986,2.78067341e-5,8.74050260e-5
19,GO:0007059,chromosome segregation,4,4,76,986,3.27768847e-5,8.74050260e-5
19,GO:0005198,structural molecule activity,4,4,101,986,1.04308784e-4,2.08617568e-4
19,GO:0005694,chromosome,4,4,177,986,1.00974444e-3,1.61559110e-3
19,GO:0005815,microtubule organizing center,1,4,9,986,3.60684565e-2,4.80912754e-2
19,GO:0005856,cytoskeleton,1,4,39,986,1.49286829e-1,1.70613519e-1
19,GO:0005634,nucleus,4,4,669,986,2.11320136e-1,2.11320136e-1
20,GO:0042274,ribosomal small subunit biogenesis,3,3,42,986,7.20750404e-5,3.60375202e-4
20,GO:0006364,rRNA processing,3,3,99,986,9.84747214e-4,2.46186803e-3
20,GO:0003674,molecular_function,3,3,188,986,6.84233221e-3,1.14038870e-2
20,GO:0005730,nucleolus,2,3,117,986,3.86566066e-2,4.83207583e-2
20,GO:0005634,nucleus,3,3,669,986,3.11903444e-1,3.11903444e-1
21,GO:0032543,mitochondrial translation,7,7,56,986,1.31793969e-9,8.54335023e-9
21,GO:0003735,structural constituent of ribosome,7,7,58,986,1.70867005e-9,8.54335023e-9
21,GO:0007005,mitochondrion organization,7,7,78,986,1.50133956e-8,5.00446519e-8
21,GO:0005840,ribosome,7,7,85,986,2.80494223e-8,7.01235558e-8
21,GO:0005198,structural molecule activity,7,7,101,986,9.77419241e-8,1.95483848e-7
21,GO:0005739,mitochondrion,7,7,143,986,1.18772980e-6,1.97954966e-6
21,GO:0005737,cytoplasm,7,7,571,986,2.15055806e-2,3.07222580e-2
21,GO:0005740,mitochondrial envelope,1,7,8,986,5.55965142e-2,6.94956428e-2
21,GO:0016020,membrane,1,7,117,986,5.88140769e-1,6.53489743e-1
21,GO:0016740,transferase activity,1,7,149,986,6.83564441e-1,6.83564441e-1
22,GO:0042255,ribosome assembly,3,3,16,986,3.51585563e-6,3.86744119e-5
22,GO:0042273,ribosomal large subunit biogenesis,3,3,33,986,3.42544791e-5,1.88399635e-4
22,GO:0070925,organelle assembly,3,3,39,986,5.73775082e-5,2.10384197e-4
22,GO:0051052,regulation of DNA metabolic process,3,3,44,986,8.31499856e-5,2.28662461e-4
22,GO:0003682,chromatin binding,3,3,68,986,3.14643966e-4,6.03067601e-4
22,GO:0006260,DNA replication,3,3,69,986,3.28945964e-4,6.03067601e-4
22,GO:0006364,rRNA processing,3,3,99,986,9.84747214e-4,1.54745991e-3
22,GO:0000054,ribosomal subunit export from nucleus,1,3,14,986,4.20364489e-2,5.78001172e-2
22,GO:0051169,nuclear transport,1,3,50,986,1.44684993e-1,1.76837214e-1
22,GO:0005634,nucleus,3,3,669,986,3.11903444e-1,3.43093788e-1
22,GO:0005737,cytoplasm,2,3,571,986,6.17788760e-1,6.17788760e-1
23,GO:0008092,cytoskeletal protein binding,6,6,21,986,4.31719876e-11,4.31719876e-10
23,GO:0007010,cytoskeleton organization,6,6,52,986,1.61970694e-8,8.09853469e-8
23,GO:0033043,regulation of organelle organization,6,6,61,986,4.41755247e-8,1.47251749e-7
23,GO:0051726,regulation of cell cycle,6,6,65,986,6.57149827e-8,1.64287457e-7
23,GO:0070271,protein complex biogenesis,6,6,73,986,1.35433933e-7,2.70867867e-7
23,GO:0007059,chromosome segregation,6,6,76,986,1.73931412e-7,2.89885687e-7
23,GO:0005694,chromosome,6,6,177,986,3.11892926e-5,4.45561322e-5
23,GO:0005634,nucleus,6,6,669,986,9.68612593e-2,1.21076574e-1
23,GO:0048285,organelle fission,1,6,79,986,3.94931526e-1,4.22489654e-1
23,GO:0000278,mitotic cell cycle,1,6,86,986,4.22489654e-1,4.22489654e-1
24,GO:0008380,RNA splicing,14,14,72,986,3.48187856e-17,2.43731499e-16
24,GO:0006397,mRNA processing,14,14,96,986,2.78826074e-15,9.75891257e-15
24,GO:0003723,RNA binding,8,14,165,986,6.36969832e-4,1.48626294e-3
24,GO:0005634,nucleus,14,14,669,986,4.19255844e-3,7.33697726e-3
24,GO:0003729,mRNA binding,4,14,63,986,9.33656618e-3,1.30711927e-2
24,GO:0003674,molecular_function,5,14,188,986,1.09077518e-1,1.27257104e-1
24,GO:0005737,cytoplasm,1,14,571,986,9.99995187e-1,9.99995187e-1
25,GO:0006383,transcription from RNA polymerase III promoter,16,16,32,986,1.78096746e-26,2.31525770e-25
25,GO:0016779,nucleotidyltransferase activity,16,16,42,986,4.93358960e-24,3.20683324e-23
25,GO:0016740,transferase activity,16,16,149,986,3.62673614e-14,1.57158566e-13
25,GO:0006360,transcription from RNA polymerase I promoter,6,16,51,986,7.67927681e-5,2.49576496e-4
25,GO:0005634,nucleus,16,16,669,986,1.90288559e-3,4.94750254e-3
25,GO:0005730,nucleolus,6,16,117,986,7.22882109e-3,1.56624457e-2
25,GO:0006352,"DNA-templated transcription, initiation",3,16,52,986,4.76216605e-2,8.84402267e-2
25,GO:0032196,transposition,1,16,6,986,9.37259899e-2,1.52304734e-1
25,GO:0006353,"DNA-templated transcription, termination",1,16,29,986,3.82066923e-1,5.51874444e-1
25,GO:0006366,transcription from RNA polymerase II promoter,4,16,203,986,4.25573513e-1,5.53245567e-1
25,GO:0043167,ion binding,1,16,42,986,5.04385327e-1,5.96091750e-1
25,GO:0005739,mitochondrion,1,16,143,986,9.20174558e-1,9.96855771e-1
25,GO:0005737,cytoplasm,2,16,571,986,9.99980501e-1,9.99980501e-1
26,GO:0006418,tRNA aminoacylation for protein translation,4,4,8,986,1.78832942e-9,1.07299765e-8
26,GO:0006520,cellular amino acid metabolic process,4,4,13,986,1.82665076e-8,3.65330152e-8
26,GO:0016874,ligase activity,4,4,13,986,1.82665076e-8,3.65330152e-8
26,GO:0005737,cytoplasm,4,4,571,986,1.11972095e-1,1.67958143e-1
26,GO:0005739,mitochondrion,1,4,143,986,4.66231198e-1,5.24568822e-1
26,GO:0016787,hydrolase activity,1,4,167,986,5.24568822e-1,5.24568822e-1
27,GO:0005975,carbohydrate metabolic process,6,6,43,986,4.85028816e-9,5.82034579e-8
27,GO:0051603,proteolysis involved in cellular protein catabolic process,6,6,79,986,2.21144803e-7,1.32686882e-6
27,GO:0005737,cytoplasm,6,6,571,986,3.73017150e-2,1.40842118e-1
27,GO:0016740,transferase activity,3,6,149,986,4.77381177e-2,1.40842118e-1
27,GO:0070647,protein modification by small protein conjugation or removal,2,6,68,986,5.86842158e-2,1.40842118e-1
27,GO:0003674,molecular_function,3,6,188,986,8.71352463e-2,1.74270493e-1
27,GO:0043934,sporulation,1,6,21,986,1.21467018e-1,2.08229175e-1
27,GO:0051321,meiotic cell cycle,1,6,55,986,2.91981210e-1,4.37971815e-1
27,GO:0051726,regulation of cell cycle,1,6,65,986,3.36519440e-1,4.48692587e-1
27,GO:0005634,nucleus,5,6,669,986,3.74316252e-1,4.49179503e-1
27,GO:0000278,mitotic cell cycle,1,6,86,986,4.22489654e-1,4.60897804e-1
27,GO:0006366,transcription from RNA polymerase II promoter,1,6,203,986,7.50202004e-1,7.50202004e-1
28,GO:0003682,chromatin binding,3,3,68,986,3.14643966e-4,2.67832859e-3
28,GO:0016570,histone modification,3,3,81,986,5.35665718e-4,2.67832859e-3
28,GO:0016787,hydrolase activity,3,3,167,986,4.78630378e-3,1.34662921e-2
28,GO:0005694,chromosome,3,3,177,986,5.70447576e-3,1.34662921e-2
28,GO:0006325,chromatin organization,3,3,187,986,6.73314606e-3,1.34662921e-2
28,GO:0006366,transcription from RNA polymerase II promoter,3,3,203,986,8.62452570e-3,1.43742095e-2
28,GO:0003677,DNA binding,2,3,105,986,3.13772536e-2,4.48246480e-2
28,GO:0007059,chromosome segregation,1,3,76,986,2.14071785e-1,2.67589732e-1
28,GO:0005634,nucleus,3,3,669,986,3.11903444e-1,3.46559382e-1
28,GO:0005737,cytoplasm,2,3,571,986,6.17788760e-1,6.17788760e-1
29,GO:0004518,nuclease activity,3,3,27,986,1.83640674e-5,2.20368808e-4
29,GO:0016779,nucleotidyltransferase activity,3,3,42,986,7.20750404e-5,4.32450242e-4
29,GO:0006401,RNA catabolic process,3,3,64,986,2.61579659e-4,9.86837892e-4
29,GO:0006260,DNA replication,3,3,69,986,3.28945964e-4,9.86837892e-4
29,GO:0016740,transferase activity,3,3,149,986,3.39200962e-3,8.14082308e-3
29,GO:0016787,hydrolase activity,3,3,167,986,4.78630378e-3,9.57260757e-3
29,GO:0005694,chromosome,3,3,177,986,5.70447576e-3,9.77910130e-3
29,GO:0006281,DNA repair,2,3,104,986,3.08020094e-2,4.62030140e-2
29,GO:0006974,cellular response to DNA damage stimulus,2,3,120,986,4.05835215e-2,5.41113620e-2
29,GO:0006310,DNA recombination,1,3,56,986,1.61045525e-1,1.93254630e-1
29,GO:0005634,nucleus,3,3,669,986,3.11903444e-1,3.40258303e-1
29,GO:0005737,cytoplasm,1,3,571,986,9.25751062e-1,9.25751062e-1
30,GO:0016779,nucleotidyltransferase activity,21,21,42,986,4.58209054e-32,7.33134486e-31
30,GO:0016740,transferase activity,21,21,149,986,1.64577864e-18,1.31662291e-17
30,GO:0006383,transcription from RNA polymerase III promoter,14,21,32,986,5.65169854e-18,3.01423922e-17
30,GO:0006360,transcription from RNA polymerase I promoter,13,21,51,986,5.83554733e-13,2.33421893e-12
30,GO:0005730,nucleolus,13,21,117,986,4.41537559e-8,1.41292019e-7
30,GO:0005634,nucleus,21,21,669,986,2.61780943e-4,6.98082515e-4
30,GO:0032196,transposition,1,21,6,986,1.21467018e-1,2.77638899e-1
30,GO:0043167,ion binding,2,21,42,986,2.23989027e-1,4.47978054e-1
30,GO:0006352,"DNA-templated transcription, initiation",2,21,52,986,3.04928240e-1,5.42094649e-1
30,GO:0008134,transcription factor binding,1,21,25,986,4.20123733e-1,5.77534747e-1
30,GO:0006354,"DNA-templated transcription, elongation",2,21,68,986,4.31588646e-1,5.77534747e-1
30,GO:0006366,transcription from RNA polymerase II promoter,5,21,203,986,4.41198981e-1,5.77534747e-1
30,GO:0006353,"DNA-templated transcription, termination",1,21,29,986,4.69246982e-1,5.77534747e-1
30,GO:0003682,chromatin binding,1,21,68,986,7.80553140e-1,8.92060731e-1
30,GO:0005739,mitochondrion,1,21,143,986,9.64105045e-1,9.99995556e-1
30,GO:0005737,cytoplasm,3,21,571,986,9.99995556e-1,9.99995556e-1
31,GO:0016779,nucleotidyltransferase activity,25,28,42,986,2.37631026e-35,1.09310272e-33
31,GO:0016740,transferase activity,26,28,149,986,1.83241510e-20,4.21455474e-19
31,GO:0006383,transcription from RNA polymerase III promoter,14,28,32,986,1.72392175e-15,2.64334668e-14
31,GO:0006360,transcription from RNA polymerase I promoter,15,28,51,986,1.35223973e-13,1.55507569e-12
31,GO:0005730,nucleolus,14,28,117,986,4.98007389e-7,4.58166798e-6
31,GO:0005634,nucleus,28,28,669,986,1.59449250e-5,1.22244425e-4
31,GO:0006366,transcription from RNA polymerase II promoter,12,28,203,986,5.63816207e-3,3.70507793e-2
31,GO:0006354,"DNA-templated transcription, elongation",6,28,68,986,9.67700899e-3,5.56428017e-2
31,GO:0006353,"DNA-templated transcription, termination",3,28,29,986,4.57137484e-2,2.33648047e-1
31,GO:0006352,"DNA-templated transcription, initiation",4,28,52,986,5.49898460e-2,2.52953291e-1
31,GO:0032196,transposition,1,28,6,986,1.59112824e-1,6.65380901e-1
31,GO:0008168,methyltransferase activity,1,28,12,986,2.93671534e-1,9.99986882e-1
31,GO:0043167,ion binding,2,28,42,986,3.37004388e-1,9.99986882e-1
31,GO:0043543,protein acylation,2,28,44,986,3.58266676e-1,9.99986882e-1
31,GO:0051052,regulation of DNA metabolic process,2,28,44,986,3.58266676e-1,9.99986882e-1
31,GO:0019899,enzyme binding,1,28,20,986,4.41153316e-1,9.99986882e-1
31,GO:0043934,sporulation,1,28,21,986,4.57351770e-1,9.99986882e-1
31,GO:0000988,"transcription factor activity, protein binding",2,28,55,986,4.70407377e-1,9.99986882e-1
31,GO:0008213,protein alkylation,1,28,22,986,4.73097004e-1,9.99986882e-1
31,GO:0008134,transcription factor binding,1,28,25,986,5.17734038e-1,9.99986882e-1
31,GO:0001071,nucleic acid binding transcription factor activity,1,28,29,986,5.71611248e-1,9.99986882e-1
31,GO:0006281,DNA repair,3,28,104,986,5.81346956e-1,9.99986882e-1
31,GO:0003677,DNA binding,3,28,105,986,5.88217113e-1,9.99986882e-1
31,GO:0018193,peptidyl-amino acid modification,2,28,74,986,6.35721699e-1,9.99986882e-1
31,GO:0006974,cellular response to DNA damage stimulus,3,28,120,986,6.83061989e-1,9.99986882e-1
31,GO:0016570,histone modification,2,28,81,986,6.86185395e-1,9.99986882e-1
31,GO:0031399,regulation of protein modification process,1,28,41,986,7.00654155e-1,9.99986882e-1
31,GO:0005739,mitochondrion,3,28,143,986,7.97302834e-1,9.99986882e-1
31,GO:0051321,meiotic cell cycle,1,28,55,986,8.04111403e-1,9.99986882e-1
31,GO:0006310,DNA recombination,1,28,56,986,8.10002789e-1,9.99986882e-1
31,GO:0033043,regulation of organelle organization,1,28,61,986,8.36987942e-1,9.99986882e-1
31,GO:0003729,mRNA binding,1,28,63,986,8.46712592e-1,9.99986882e-1
31,GO:0051726,regulation of cell cycle,1,28,65,986,8.55876629e-1,9.99986882e-1
31,GO:0003682,chromatin binding,1,28,68,986,8.68639298e-1,9.99986882e-1
31,GO:0006260,DNA replication,1,28,69,986,8.72645942e-1,9.99986882e-1
31,GO:0008380,RNA splicing,1,28,72,986,8.83971353e-1,9.99986882e-1
31,GO:0007059,chromosome segregation,1,28,76,986,8.97570512e-1,9.99986882e-1
31,GO:0048285,organelle fission,1,28,79,986,9.06747380e-1,9.99986882e-1
31,GO:0016887,ATPase activity,1,28,84,986,9.20307777e-1,9.99986882e-1
