complex_id,go_id,go_name,k,n,K,N,pvalue,fdr
5,GO:0070271,protein complex biogenesis,1,6,120,1307,4.39538978e-1,4.39538978e-1
6,GO:0008380,RNA splicing,14,14,79,1307,2.74025955e-18,3.83636336e-17
6,GO:0006397,mRNA processing,14,14,100,1307,9.73165094e-17,6.81215566e-16
6,GO:0005634,nucleus,14,14,719,1307,2.19469950e-4,1.02419310e-3
6,GO:0003674,molecular_function,4,14,202,1307,1.57788590e-1,5.52260066e-1
6,GO:0003924,GTPase activity,1,14,21,1307,2.03807458e-1,5.70660883e-1
6,GO:0003682,chromatin binding,1,14,57,1307,4.66058934e-1,9.52576465e-1
6,GO:0003723,RNA binding,2,14,165,1307,5.44168770e-1,9.52576465e-1
6,GO:0006260,DNA replication,1,14,71,1307,5.44329408e-1,9.52576465e-1
6,GO:0003677,DNA binding,1,14,141,1307,7.99442912e-1,9.91131517e-1
6,GO:0005694,chromosome,1,14,167,1307,8.54001932e-1,9.91131517e-1
6,GO:0016787,hydrolase activity,1,14,194,1307,8.95824948e-1,9.91131517e-1
6,GO:0005739,mitochondrion,1,14,201,1307,9.04681626e-1,9.91131517e-1
6,GO:0016740,transferase activity,1,14,215,1307,9.20336409e-1,9.91131517e-1
6,GO:0005737,cytoplasm,3,14,867,1307,9.99915729e-1,9.99915729e-1
7,GO:0007059,chromosome segregation,6,6,80,1307,4.39051024e-8,4.21225638e-7
7,GO:0008092,cytoskeletal protein binding,5,6,33,1307,4.43395408e-8,4.21225638e-7
7,GO:0033043,regulation of organelle organization,6,6,108,1307,2.79583150e-7,1.57140056e-6
7,GO:0051726,regulation of cell cycle,6,6,111,1307,3.30821170e-7,1.57140056e-6
7,GO:0007010,cytoskeleton organization,6,6,120,1307,5.33690704e-7,2.02802468e-6
7,GO:0005694,chromosome,6,6,167,1307,4.01969131e-6,1.27290225e-5
7,GO:0070271,protein complex biogenesis,5,6,120,1307,3.35853881e-5,9.11603390e-5
7,GO:0005634,nucleus,6,6,719,1307,2.74553825e-2,6.52065335e-2
7,GO:0000910,cytokinesis,1,6,38,1307,1.62535265e-1,3.43130005e-1
7,GO:0016301,kinase activity,1,6,50,1307,2.09031275e-1,3.93401892e-1
7,GO:0070925,organelle assembly,1,6,55,1307,2.27758990e-1,3.93401892e-1
7,GO:0018193,peptidyl-amino acid modification,1,6,62,1307,2.53355869e-1,4.01146793e-1
7,GO:0006468,protein phosphorylation,1,6,79,1307,3.12591187e-1,4.41802167e-1
7,GO:0005856,cytoskeleton,1,6,89,1307,3.45567379e-1,4.41802167e-1
7,GO:0051321,meiotic cell cycle,1,6,90,1307,3.48791185e-1,4.41802167e-1
7,GO:0048285,organelle fission,1,6,124,1307,4.50799462e-1,5.35324361e-1
7,GO:0000278,mitotic cell cycle,1,6,135,1307,4.80798055e-1,5.37362532e-1
7,GO:0016740,transferase activity,1,6,215,1307,6.60610862e-1,6.97311466e-1
7,GO:0005737,cytoplasm,1,6,867,1307,9.98577061e-1,9.98577061e-1
8,GO:0008565,protein transporter activity,4,4,32,1307,2.97114644e-7,2.37691715e-6
8,GO:0055085,transmembrane transport,4,4,69,1307,7.14282276e-6,2.85712911e-5
8,GO:0005783,endoplasmic reticulum,4,4,122,1307,7.25715737e-5,1.87702424e-4
8,GO:0006605,protein targeting,4,4,130,1307,9.38512120e-5,1.87702424e-4
8,GO:0012505,endomembrane system,4,4,268,1307,1.73646766e-3,2.77834825e-3
8,GO:0016020,membrane,4,4,394,1307,8.17042653e-3,1.08939020e-2
8,GO:0005737,cytoplasm,4,4,867,1307,1.93179026e-1,2.20776030e-1
8,GO:0005739,mitochondrion,1,4,201,1307,4.87663705e-1,4.87663705e-1
9,GO:0032543,mitochondrial translation,25,25,51,1307,6.00413080e-39,5.40371772e-38
9,GO:0003735,structural constituent of ribosome,25,25,57,1307,2.40434049e-37,1.08195322e-36
9,GO:0005840,ribosome,25,25,82,1307,1.83107917e-32,5.49323752e-32
9,GO:0007005,mitochondrion organization,25,25,104,1307,1.79714100e-29,4.04356724e-29
9,GO:0005198,structural molecule activity,25,25,131,1307,1.15371263e-26,2.07668273e-26
9,GO:0005739,mitochondrion,25,25,201,1307,1.25042083e-21,1.87563125e-21
9,GO:0005737,cytoplasm,25,25,867,1307,3.10592388e-5,3.99333071e-5
9,GO:0005773,vacuole,1,25,80,1307,7.96932772e-1,8.96549369e-1
9,GO:0016740,transferase activity,1,25,215,1307,9.89314964e-1,9.89314964e-1
10,GO:0045333,cellular respiration,3,3,9,1307,2.26256602e-7,1.58379621e-6
10,GO:0006091,generation of precursor metabolites and energy,3,3,25,1307,6.19512124e-6,2.16829243e-5
10,GO:0001071,nucleic acid binding transcription factor activity,3,3,52,1307,5.95270345e-5,1.38896414e-4
10,GO:0042221,response to chemical,3,3,95,1307,3.72825090e-4,6.52443907e-4
10,GO:0003677,DNA binding,3,3,141,1307,1.23177865e-3,1.72449011e-3
10,GO:0006366,transcription from RNA polymerase II promoter,3,3,205,1307,3.81110391e-3,4.44628790e-3
10,GO:0005634,nucleus,3,3,719,1307,1.66166401e-1,1.66166401e-1
11,GO:0008380,RNA splicing,24,24,79,1307,1.41126251e-31,2.25802001e-30
11,GO:0006397,mRNA processing,24,24,100,1307,9.91354809e-29,7.93083847e-28
11,GO:0005634,nucleus,24,24,719,1307,4.94978703e-7,2.63988642e-6
11,GO:0003674,molecular_function,14,24,202,1307,1.36920680e-6,5.47682722e-6
11,GO:0003723,RNA binding,9,24,165,1307,1.58764085e-3,5.08045072e-3
11,GO:0003729,mRNA binding,5,24,70,1307,7.31108812e-3,1.94962350e-2
11,GO:0003924,GTPase activity,1,24,21,1307,3.24456693e-1,6.64084472e-1
11,GO:0043144,snoRNA processing,1,24,24,1307,3.61605609e-1,6.64084472e-1
11,GO:0006970,response to osmotic stress,1,24,25,1307,3.73547515e-1,6.64084472e-1
11,GO:0006364,rRNA processing,2,24,90,1307,5.01057129e-1,7.87786534e-1
11,GO:0042274,ribosomal small subunit biogenesis,1,24,46,1307,5.80085301e-1,7.87786534e-1
11,GO:0005730,nucleolus,2,24,109,1307,6.08605131e-1,7.87786534e-1
11,GO:0006401,RNA catabolic process,1,24,54,1307,6.40076559e-1,7.87786534e-1
11,GO:0016787,hydrolase activity,1,24,194,1307,9.79626155e-1,9.99964477e-1
11,GO:0005739,mitochondrion,1,24,201,1307,9.82516809e-1,9.99964477e-1
11,GO:0005737,cytoplasm,7,24,867,1307,9.99964477e-1,9.99964477e-1
12,GO:0005794,Golgi apparatus,5,5,75,1307,5.47211739e-7,3.83048217e-6
12,GO:0048193,Golgi vesicle transport,5,5,95,1307,1.83701348e-6,4.52187934e-6
12,GO:0031410,cytoplasmic vesicle,5,5,96,1307,1.93794829e-6,4.52187934e-6
12,GO:0012505,endomembrane system,5,5,268,1307,3.51824606e-4,6.15693060e-4
12,GO:0016020,membrane,5,5,394,1307,2.44548453e-3,3.42367835e-3
12,GO:0005737,cytoplasm,5,5,867,1307,1.27945894e-1,1.49270209e-1
12,GO:0005634,nucleus,1,5,719,1307,9.81742956e-1,9.81742956e-1
13,GO:0008033,tRNA processing,4,4,15,1307,1.12781282e-8,1.01503153e-7
13,GO:0004518,nuclease activity,4,4,21,1307,4.94502542e-8,2.22526144e-7
13,GO:0008380,RNA splicing,4,4,79,1307,1.24142116e-5,3.72426348e-5
13,GO:0005740,mitochondrial envelope,3,4,58,1307,3.21929946e-4,7.24342379e-4
13,GO:0016787,hydrolase activity,4,4,194,1307,4.72701268e-4,8.50862282e-4
13,GO:0005739,mitochondrion,3,4,201,1307,1.27292320e-2,1.90938481e-2
13,GO:0016020,membrane,3,4,394,1307,8.44834641e-2,1.02643433e-1
13,GO:0005634,nucleus,4,4,719,1307,9.12386068e-2,1.02643433e-1
13,GO:0005737,cytoplasm,3,4,867,1307,5.86691856e-1,5.86691856e-1
14,GO:0061025,membrane fusion,7,7,35,1307,5.28630555e-12,8.98671944e-11
14,GO:0048284,organelle fusion,7,7,39,1307,1.20913214e-11,1.02776232e-10
14,GO:0016050,vesicle organization,7,7,48,1307,5.78815695e-11,3.27995561e-10
14,GO:0048193,Golgi vesicle transport,7,7,95,1307,8.68673512e-9,3.69186243e-8
14,GO:0005783,endoplasmic reticulum,5,7,122,1307,1.18133639e-4,4.01654372e-4
14,GO:0016020,membrane,7,7,394,1307,2.17900369e-4,6.17384380e-4
14,GO:0012505,endomembrane system,5,7,268,1307,5.11563194e-3,1.24236776e-2
14,GO:0031410,cytoplasmic vesicle,3,7,96,1307,1.08226896e-2,2.29982153e-2
14,GO:0005737,cytoplasm,7,7,867,1307,5.60594056e-2,9.61483769e-2
14,GO:0005794,Golgi apparatus,2,7,75,1307,5.65578688e-2,9.61483769e-2
14,GO:0005777,peroxisome,1,7,17,1307,8.77652887e-2,1.35637264e-1
14,GO:0007033,vacuole organization,1,7,31,1307,1.55002334e-1,2.08757255e-1
14,GO:0051049,regulation of transport,1,7,32,1307,1.59637901e-1,2.08757255e-1
14,GO:0030234,enzyme regulator activity,1,7,76,1307,3.43182113e-1,4.05747952e-1
14,GO:0005773,vacuole,1,7,80,1307,3.58012899e-1,4.05747952e-1
14,GO:0033043,regulation of organelle organization,1,7,108,1307,4.54022881e-1,4.82399311e-1
14,GO:0070271,protein complex biogenesis,1,7,120,1307,4.91234076e-1,4.91234076e-1
15,GO:0042274,ribosomal small subunit biogenesis,13,13,46,1307,2.07158377e-20,1.86442539e-19
15,GO:0006364,rRNA processing,13,13,90,1307,3.34532443e-16,1.50539599e-15
15,GO:0005730,nucleolus,12,13,109,1307,7.68949431e-13,2.30684829e-12
15,GO:0003674,molecular_function,12,13,202,1307,1.57389928e-9,3.54127338e-9
15,GO:0005634,nucleus,13,13,719,1307,4.02257954e-4,7.24064316e-4
15,GO:0006360,transcription from RNA polymerase I promoter,1,13,45,1307,3.67211244e-1,5.50816866e-1
15,GO:0003729,mRNA binding,1,13,70,1307,5.12755325e-1,6.59256846e-1
15,GO:0003723,RNA binding,1,13,165,1307,8.28483393e-1,9.32043817e-1
15,GO:0005737,cytoplasm,2,13,867,1307,9.99982691e-1,9.99982691e-1
16,GO:0016757,"transferase activity, transferring glycosyl groups",3,3,19,1307,2.61003151e-6,1.82702206e-5
16,GO:0006091,generation of precursor metabolites and energy,3,3,25,1307,6.19512124e-6,2.16829243e-5
16,GO:0005975,carbohydrate metabolic process,3,3,35,1307,1.76291602e-5,4.11347072e-5
16,GO:0016740,transferase activity,3,3,215,1307,4.39949229e-3,7.69911150e-3
16,GO:0005737,cytoplasm,3,3,867,1307,2.91557234e-1,4.08180127e-1
16,GO:0005739,mitochondrion,1,3,201,1307,3.94300518e-1,4.60017271e-1
16,GO:0005634,nucleus,1,3,719,1307,9.09200435e-1,9.09200435e-1
17,GO:0006497,protein lipidation,4,5,11,1307,1.35743110e-8,1.62891732e-7
17,GO:0006629,lipid metabolic process,5,5,46,1307,4.34599762e-8,2.60759857e-7
17,GO:0005783,endoplasmic reticulum,5,5,122,1307,6.57209954e-6,2.62883982e-5
17,GO:0012505,endomembrane system,5,5,268,1307,3.51824606e-4,1.05547382e-3
17,GO:0016020,membrane,5,5,394,1307,2.44548453e-3,5.86916288e-3
17,GO:0016787,hydrolase activity,3,5,194,1307,2.55954290e-2,5.11908580e-2
17,GO:0032787,monocarboxylic acid metabolic process,1,5,17,1307,6.34591550e-2,1.06061845e-1
17,GO:0016757,"transferase activity, transferring glycosyl groups",1,5,19,1307,7.07078969e-2,1.06061845e-1
17,GO:0005737,cytoplasm,5,5,867,1307,1.27945894e-1,1.70594525e-1
17,GO:0016197,endosomal transport,1,5,41,1307,1.47522888e-1,1.77027466e-1
17,GO:0016740,transferase activity,2,5,215,1307,1.91822040e-1,2.09260407e-1
17,GO:0048193,Golgi vesicle transport,1,5,95,1307,3.14710488e-1,3.14710488e-1
18,GO:0032543,mitochondrial translation,25,25,51,1307,6.00413080e-39,4.80330464e-38
18,GO:0003735,structural constituent of ribosome,25,25,57,1307,2.40434049e-37,9.61736195e-37
18,GO:0005840,ribosome,25,25,82,1307,1.83107917e-32,4.88287779e-32
18,GO:0007005,mitochondrion organization,25,25,104,1307,1.79714100e-29,3.59428200e-29
18,GO:0005198,structural molecule activity,25,25,131,1307,1.15371263e-26,1.84594020e-26
18,GO:0005739,mitochondrion,25,25,201,1307,1.25042083e-21,1.66722778e-21
18,GO:0005737,cytoplasm,25,25,867,1307,3.10592388e-5,3.54962729e-5
18,GO:0006413,translational initiation,2,25,30,1307,1.10305867e-1,1.10305867e-1
19,GO:0006310,DNA recombination,3,3,63,1307,1.06962809e-4,8.55702468e-4
19,GO:0006281,DNA repair,3,3,110,1307,5.81317855e-4,2.32527142e-3
19,GO:0006974,cellular response to DNA damage stimulus,3,3,132,1307,1.00915832e-3,2.69108884e-3
19,GO:0005694,chromosome,3,3,167,1307,2.05342681e-3,4.10685361e-3
19,GO:0003674,molecular_function,3,3,202,1307,3.64542482e-3,5.83267971e-3
19,GO:0005730,nucleolus,1,3,109,1307,2.30067111e-1,3.06756147e-1
19,GO:0005634,nucleus,2,3,719,1307,5.74977464e-1,6.57117101e-1
19,GO:0005737,cytoplasm,1,3,867,1307,9.62019382e-1,9.62019382e-1
20,GO:0043543,protein acylation,3,3,34,1307,1.61180894e-5,4.83542681e-5
20,GO:0016740,transferase activity,3,3,215,1307,4.39949229e-3,6.59923843e-3
20,GO:0005737,cytoplasm,3,3,867,1307,2.91557234e-1,2.91557234e-1
21,GO:0042393,histone binding,3,3,24,1307,5.45170669e-6,2.72585335e-5
21,GO:0006325,chromatin organization,3,3,145,1307,1.34040875e-3,3.35102189e-3
21,GO:0005694,chromosome,2,3,167,1307,4.46153642e-2,7.43589404e-2
21,GO:0005634,nucleus,3,3,719,1307,1.66166401e-1,2.07708001e-1
21,GO:0005737,cytoplasm,2,3,867,1307,7.36476943e-1,7.36476943e-1
22,GO:0004386,helicase activity,5,6,20,1307,2.92102541e-9,5.84205082e-8
22,GO:0006260,DNA replication,6,6,71,1307,2.09252600e-8,2.09252600e-7
22,GO:0006310,DNA recombination,5,6,63,1307,1.28746786e-6,7.15827283e-6
22,GO:0003677,DNA binding,6,6,141,1307,1.43165457e-6,7.15827283e-6
22,GO:0005694,chromosome,6,6,167,1307,4.01969131e-6,1.60787652e-5
22,GO:0016887,ATPase activity,5,6,101,1307,1.41421216e-5,4.71404053e-5
22,GO:0006281,DNA repair,5,6,110,1307,2.17179627e-5,6.20513221e-5
22,GO:0003682,chromatin binding,4,6,57,1307,4.58227024e-5,1.14556756e-4
22,GO:0006974,cellular response to DNA damage stimulus,5,6,132,1307,5.40591158e-5,1.20131368e-4
22,GO:0016787,hydrolase activity,5,6,194,1307,3.63539843e-4,7.27079687e-4
22,GO:0006325,chromatin organization,4,6,145,1307,1.82737266e-3,3.32249575e-3
22,GO:0051052,regulation of DNA metabolic process,2,6,50,1307,1.95020279e-2,3.25033798e-2
22,GO:0005634,nucleus,6,6,719,1307,2.74553825e-2,4.22390500e-2
22,GO:0001403,invasive growth in response to glucose limitation,1,6,30,1307,1.30290064e-1,1.86128662e-1
22,GO:0070647,protein modification by small protein conjugation or removal,1,6,71,1307,2.85223677e-1,3.69488679e-1
22,GO:0043167,ion binding,1,6,74,1307,2.95590944e-1,3.69488679e-1
22,GO:0051603,proteolysis involved in cellular protein catabolic process,1,6,83,1307,3.25943946e-1,3.82374569e-1
22,GO:0005737,cytoplasm,5,6,867,1307,3.44137112e-1,3.82374569e-1
22,GO:0033043,regulation of organelle organization,1,6,108,1307,4.04596620e-1,4.25891179e-1
22,GO:0016740,transferase activity,1,6,215,1307,6.60610862e-1,6.60610862e-1
23,GO:0008380,RNA splicing,16,16,79,1307,6.82376389e-21,6.14138750e-20
23,GO:0006397,mRNA processing,16,16,100,1307,4.25836478e-19,1.91626415e-18
23,GO:0003723,RNA binding,13,16,165,1307,5.35445665e-10,1.60633700e-9
23,GO:0003729,mRNA binding,7,16,70,1307,7.30001147e-6,1.64250258e-5
23,GO:0005634,nucleus,16,16,719,1307,6.52042347e-5,1.17367622e-4
23,GO:0006970,response to osmotic stress,1,16,25,1307,2.67149880e-1,4.00724820e-1
23,GO:0003674,molecular_function,3,16,202,1307,4.59879853e-1,5.54536558e-1
23,GO:0006401,RNA catabolic process,1,16,54,1307,4.92921385e-1,5.54536558e-1
23,GO:0005737,cytoplasm,2,16,867,1307,9.99999238e-1,9.99999238e-1
24,GO:0008380,RNA splicing,16,16,79,1307,6.82376389e-21,4.77663472e-20
24,GO:0006397,mRNA processing,16,16,100,1307,4.25836478e-19,1.49042767e-18
24,GO:0003723,RNA binding,16,16,165,1307,2.15344386e-15,5.02470235e-15
24,GO:0003729,mRNA binding,8,16,70,1307,4.15447570e-7,7.27033248e-7
24,GO:0005634,nucleus,16,16,719,1307,6.52042347e-5,9.12859286e-5
24,GO:0005730,nucleolus,2,16,109,1307,3.90912818e-1,4.56064955e-1
24,GO:0005737,cytoplasm,6,16,867,1307,9.95807701e-1,9.95807701e-1
25,GO:0008380,RNA splicing,15,15,79,1307,1.37754734e-19,1.23979260e-18
25,GO:0006397,mRNA processing,15,15,100,1307,6.47271447e-18,2.91272151e-17
25,GO:0003723,RNA binding,14,15,165,1307,2.12273965e-12,6.36821896e-12
25,GO:0003729,mRNA binding,7,15,70,1307,4.28801476e-6,9.64803322e-6
25,GO:0005634,nucleus,15,15,719,1307,1.19664590e-4,2.15396262e-4
25,GO:0006970,response to osmotic stress,1,15,25,1307,2.52689538e-1,3.79034307e-1
25,GO:0006401,RNA catabolic process,1,15,54,1307,4.70803255e-1,6.05318471e-1
25,GO:0003674,molecular_function,1,15,202,1307,9.20590884e-1,9.99997829e-1
25,GO:0005737,cytoplasm,2,15,867,1307,9.99997829e-1,9.99997829e-1
26,GO:0016050,vesicle organization,8,8,48,1307,1.82549565e-12,3.28589218e-11
26,GO:0048193,Golgi vesicle transport,8,8,95,1307,5.88025147e-10,5.29222632e-9
26,GO:0061025,membrane fusion,6,8,35,1307,6.38897729e-9,3.83338637e-8
26,GO:0048284,organelle fusion,6,8,39,1307,1.27732201e-8,5.74794903e-8
26,GO:0031410,cytoplasmic vesicle,6,8,96,1307,3.35625693e-6,1.20825250e-5
26,GO:0016020,membrane,8,8,394,1307,6.48672638e-5,1.94601791e-4
26,GO:0012505,endomembrane system,6,8,268,1307,1.36326303e-3,3.50553351e-3
26,GO:0005783,endoplasmic reticulum,4,8,122,1307,3.76496021e-3,8.47116048e-3
26,GO:0005794,Golgi apparatus,3,8,75,1307,8.25220589e-3,1.65044118e-2
26,GO:0005737,cytoplasm,8,8,867,1307,3.70854529e-2,6.67538152e-2
26,GO:0005773,vacuole,2,8,80,1307,8.14646093e-2,1.33305724e-1
26,GO:0007033,vacuole organization,1,8,31,1307,1.75152278e-1,2.49679021e-1
26,GO:0051049,regulation of transport,1,8,32,1307,1.80323737e-1,2.49679021e-1
26,GO:0016197,endosomal transport,1,8,41,1307,2.25605150e-1,2.90063765e-1
26,GO:0003682,chromatin binding,1,8,57,1307,3.00722626e-1,3.60867151e-1
26,GO:0030234,enzyme regulator activity,1,8,76,1307,3.81580697e-1,4.29278284e-1
26,GO:0033043,regulation of organelle organization,1,8,108,1307,4.99380980e-1,5.28756331e-1
26,GO:0070271,protein complex biogenesis,1,8,120,1307,5.38197085e-1,5.38197085e-1
27,GO:0061025,membrane fusion,11,12,35,1307,1.07786883e-17,2.91024585e-16
27,GO:0048284,organelle fusion,11,12,39,1307,4.31749116e-17,5.82861307e-16
27,GO:0016050,vesicle organization,11,12,48,1307,5.78268393e-16,5.20441553e-15
27,GO:0007033,vacuole organization,8,12,31,1307,1.77284569e-11,1.19667084e-10
27,GO:0048193,Golgi vesicle transport,9,12,95,1307,7.20477341e-9,3.89057764e-8
27,GO:0016020,membrane,12,12,394,1307,5.00235824e-7,2.25106121e-6
27,GO:0005794,Golgi apparatus,7,12,75,1307,9.77744222e-7,3.77129914e-6
27,GO:0005773,vacuole,7,12,80,1307,1.53752982e-6,5.18916313e-6
27,GO:0031410,cytoplasmic vesicle,5,12,96,1307,1.00993225e-3,3.02979676e-3
27,GO:0012505,endomembrane system,7,12,268,1307,4.34066392e-3,1.17197926e-2
27,GO:0005737,cytoplasm,12,12,867,1307,7.07472893e-3,1.73652437e-2
27,GO:0048308,organelle inheritance,2,12,22,1307,1.61255447e-2,3.62824755e-2
27,GO:0006605,protein targeting,4,12,130,1307,2.45682168e-2,5.10262965e-2
27,GO:0051049,regulation of transport,2,12,32,1307,3.28995380e-2,6.34491090e-2
27,GO:0051082,unfolded protein binding,1,12,20,1307,1.69589790e-1,3.05261622e-1
27,GO:0006873,cellular ion homeostasis,1,12,31,1307,2.51201341e-1,3.91431089e-1
27,GO:0033043,regulation of organelle organization,2,12,108,1307,2.60614901e-1,3.91431089e-1
27,GO:0006897,endocytosis,1,12,38,1307,2.99236027e-1,3.91431089e-1
27,GO:0070271,protein complex biogenesis,2,12,120,1307,3.03211223e-1,3.91431089e-1
27,GO:0005783,endoplasmic reticulum,2,12,122,1307,3.10319449e-1,3.91431089e-1
27,GO:0008289,lipid binding,1,12,40,1307,3.12431760e-1,3.91431089e-1
27,GO:0016197,endosomal transport,1,12,41,1307,3.18943850e-1,3.91431089e-1
27,GO:0006629,lipid metabolic process,1,12,46,1307,3.50664470e-1,4.11649595e-1
27,GO:0043167,ion binding,1,12,74,1307,5.04634606e-1,5.55372407e-1
27,GO:0030234,enzyme regulator activity,1,12,76,1307,5.14233710e-1,5.55372407e-1
27,GO:0005739,mitochondrion,1,12,201,1307,8.66419463e-1,8.85443767e-1
